date,away,home,vegasHomeLine,bbmiHomeLine,bbmiWinProb,actualAwayScore,actualHomeScore,fakeBet,fakeWin,vegaswinprob
2026-01-07,Arkansas,Ole Miss,4.5,7.5,0.25518559301973887,94,87,100,187,0
2026-01-07,Drake,Bradley,-6.5,-6.5,0.6984859134262572,66,93,,,0
2026-01-07,California,Virginia,-12.5,-10.5,0.834764550287562,60,84,100,0,0
2026-01-07,SMU,Clemson,-4.5,-5.5,0.6564623804010139,70,74,100,187,0
2026-01-07,Utah,Colorado,-9.5,-6.5,0.7264720969015875,73,85,100,0,0
2026-01-07,Davidson,Loyola (IL),1.5,13.5,0.09415014854381987,79,64,100,187,0
2026-01-07,South Dakota,St. Thomas,-14.5,-14.5,0.920047916028082,86,99,,,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2026-01-08,Central Arkansas,Bellarmine,2.5,1.5,0.43871288021533994,78,84,100,183,0
2026-01-08,Umass Lowell,Bryant,-2.5,-1.5,0.5511365395968901,77,63,100,195,0
2026-01-08,UC Riverside,Cal State Bakersfield,-3.5,-2.5,0.5668927120873233,66,67,100,191,0
2026-01-08,Cal Poly,Cal State Northridge,-6.5,-8.5,0.8136009771360356,90,95,100,0,0
,,,,,,,,,,
2026-01-08,Hampton,Campbell,-7.5,-7.5,0.7852361158363628,72,86,,,0
,,,,,,,,,,
2026-01-08,Old Dominion,Coastal Carolina,-3.5,-7.5,0.772273670160954,70,66,100,0,0
2026-01-08,Stony Brook,Drexel,-5.5,-4.5,0.6848444035623167,37,56,100,0,0
2026-01-08,Tennessee Tech,Eastern Illinois,1.5,-7.5,0.7879982629964664,61,71,100,191,0
2026-01-08,North Alabama,Eastern Kentucky,-6.5,-13.5,0.9268109670113884,80,88,100,195,0
2026-01-08,Montana State,Eastern Washington,2.5,7.5,0.22759023124196875,68,64,100,187,0
2026-01-08,Chicago State,Fairleigh Dickinson,-2.5,-11.5,0.8803224011037922,63,70,100,183,0
2026-01-08,Austin Peay,Florida Gulf Coast,-3.5,2.5,0.43348395282470475,82,71,100,191,0
2026-01-08,Appalachian State,Georgia State,1.5,2.5,0.4275341452543977,52,50,100,195,0
2026-01-08,Santa Clara,Gonzaga,-14.5,-14.5,0.9417665904011995,77,89,,,0
2026-01-08,Montana,Idaho,-3.5,-2.5,0.5705008302341571,79,73,100,183,0
2026-01-08,Rutgers,Illinois,-22.5,-21.5,0.9902123383258475,55,81,100,0,0
2026-01-08,Queens University,Jacksonville,3.5,0.5,0.4914012434070444,77,51,100,0,0
2026-01-08,Mercyhurst,LIU,-8.5,-3.5,0.6368751231831313,58,60,100,187,0
2026-01-08,New Haven,Le Moyne,-5.5,-6.5,0.7397571282323678,47,73,100,195,0
2026-01-08,Louisiana-Monroe,Louisiana,-7.5,-3.5,0.6452539386966745,79,85,100,191,0
2026-01-08,Liberty,Louisiana Tech,5.5,2.5,0.4047939987328427,72,56,100,0,0
2026-01-08,San Francisco,Loyola Marymount,-1.5,-1.5,0.5394220428922513,82,84,,,0
2026-01-08,Northwestern,Michigan State,-12.5,-10.5,0.8732221794520271,66,76,100,187,0
2026-01-08,William & Mary,Monmouth,2.5,6.5,0.2647820357097088,70,81,100,0,0
2026-01-08,Tennessee-Martin,Morehead State,2.5,-1.5,0.5506792981380157,76,68,100,0,0
2026-01-08,Idaho State,Northern Colorado,-3.5,-2.5,0.6058460881496848,72,85,100,0,0
2026-01-08,New Hampshire,NJIT,1.5,-0.5,0.5002659615005667,76,80,100,183,0
2026-01-08,Western Kentucky,New Mexico State,-3.5,-6.5,0.7605599882564495,64,80,100,195,0
2026-01-08,Elon,North Carolina A&T,5.5,7.5,0.20811221432138227,69,64,100,0,0
2026-01-08,West Georgia,North Florida,2.5,-1.5,0.531616253160178,85,73,100,0,0
2026-01-08,UNC Wilmington,Northeastern,4.5,9.5,0.14715116482254742,87,78,100,195,0
2026-01-08,Weber State,Northern Arizona,2.5,6.5,0.2552262291923768,78,65,100,195,0
2026-01-08,North Dakota,Omaha,-5.5,-5.5,0.7034214746092047,79,90,,,0
2026-01-08,Ohio State,Oregon,-2.5,5.5,0.29566121836531223,72,62,100,183,0
2026-01-08,Seattle,Oregon State,4.5,5.5,0.27804804270627725,55,68,100,0,0
2026-01-08,Pacific,Portland,2.5,3.5,0.3510899516678476,89,90,100,0,0
2026-01-08,Little Rock,SIU-Edwardsville,-2.5,-8.5,0.8050910015031874,73,70,100,0,0
2026-01-08,Delaware,Sam Houston State,-12.5,-19.5,0.9825407210595114,60,72,100,0,0
2026-01-08,Pepperdine,San Diego,-4.5,-8.5,0.8166761101814981,63,83,100,191,0
2026-01-08,Denver,South Dakota State,-7.5,-8.5,0.8008515122581152,79,87,100,200,0
,,,,,,,,,,
2026-01-08,Texas State,Southern Miss,-4.5,-2.5,0.6085742418356099,70,80,100,0,0
2026-01-08,Lipscomb,Stetson,10.5,10.5,0.1449872002262993,83,91,,,0
2026-01-08,Abilene Christian,Tarleton State,-4.5,-7.5,0.7953205127405564,84,80,100,0,0
2026-01-08,Hofstra,Towson,-1.5,3.5,0.3799884543993777,78,67,100,187,0
2026-01-08,Long Beach State,UC Irvine,-10.5,-12.5,0.9041632506233566,64,74,100,0,0
2026-01-08,Cal State Fullerton,UC San Diego,-13.5,-9.5,0.831367646898155,88,71,100,191,0
2026-01-08,UC Davis,UC Santa Barbara,0,-3.5,0.6306638647980242,93,86,100,0,0
2026-01-08,Maine,UMBC,-7.5,-14.5,0.9390835583090363,62,69,100,0,0
2026-01-08,North Dakota State,UMKC,9.5,15.5,0.049497734220110834,97,73,100,187,0
2026-01-08,Middle Tennessee,UTEP,5.5,7.5,0.21648093908046673,80,83,100,0,0
2026-01-08,Southern Utah,Utah Valley,-20.5,-22.5,0.992603650443425,72,89,100,0,0
2026-01-08,Binghamton,Vermont,-19.5,-15.5,0.9545879646637028,59,60,100,200,0
2026-01-08,St. Francis (PA),Wagner,-8.5,-8.5,0.815525674559081,71,69,,,0
2026-01-08,Tennessee State,Western Illinois,6.5,12.5,0.09102366248365223,90,68,100,191,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2026-01-10,New Mexico,Air Force,17.5,21.5,0.008654405130813059,91,49,100,191,0
2026-01-10,Alcorn State,Alabama A&M,-8.5,-12.5,0.9117981236767588,64,62,100,0,0
2026-01-10,Texas,Alabama,-12.5,-6.5,0.7589076704985667,92,88,100,187,0
2026-01-10,Jackson State,Alabama State,-6.5,-9.5,0.8440715413806957,75,64,100,0,0
2026-01-10,Bryant,Albany,-2.5,-14.5,0.9351784906689957,46,71,100,195,0
2026-01-10,Holy Cross,American,-8.5,-15.5,0.9554874580582948,84,73,100,0,0
2026-01-10,Kansas State,Arizona State,-1.5,2.5,0.400970052681656,84,87,100,0,0
2026-01-10,Texas State,Arkansas State,-11.5,-8.5,0.8053534391640889,82,83,100,191,0
2026-01-10,Arkansas,Auburn,-2.5,-1.5,0.5568549094034827,73,95,100,0,0
2026-01-10,Houston,Baylor,3.5,2.5,0.4054381394637778,77,55,100,0,0
2026-01-10,North Alabama,Bellarmine,-4.5,-9.5,0.8434727140387167,82,73,100,0,0
2026-01-10,Grambling State,Bethune-Cookman,-4.5,-4.5,0.6529422491715321,65,74,,,0
2026-01-10,Umass Lowell,Binghamton,6.5,5.5,0.2735924477026874,73,68,100,195,0
2026-01-10,Utah State,Boise State,1.5,4.5,0.3104792687936295,93,68,100,187,0
2026-01-10,Army,Boston University,-7.5,-4.5,0.678262064301606,91,100,100,0,0
2026-01-10,Northern Iowa,Bradley,-5.5,-0.5,0.5042401066912834,69,75,100,0,0
2026-01-10,Loyola (MD),Bucknell,-5.5,-1.5,0.557240016339374,67,70,100,195,0
2026-01-10,Cal State Northridge,Cal State Fullerton,-2.5,-4.5,0.6743494996449375,79,86,100,191,0
,,,,,,,,,,
2026-01-10,UC Davis,Cal Poly,1.5,7.5,0.2172524237914235,78,84,100,0,0
2026-01-10,Kent State,Central Michigan,9.5,9.5,0.15186779349605062,85,87,,,0
2026-01-10,Hampton,Charleston,-9.5,-3.5,0.6222744615292471,70,74,100,195,0
2026-01-10,High Point,Charleston Southern,9.5,6.5,0.2520242429547558,84,82,100,195,0
2026-01-10,Samford,Chattanooga,1.5,-10.5,0.8595437174941323,79,88,100,183,0
2026-01-10,Appalachian State,Coastal Carolina,1.5,-1.5,0.5406216624575755,62,67,100,200,0
2026-01-10,LeHigh,Colgate,-10.5,-11.5,0.8915925587084149,78,77,100,0,0
2026-01-10,Texas Tech,Colorado,5.5,5.5,0.3062099564899651,73,71,,,0
2026-01-10,Harvard,Columbia,-7.5,-5.5,0.7256876391612602,79,54,100,191,0
2026-01-10,North Carolina Central,Coppin State,6.5,9.5,0.15308563782477003,88,77,100,191,0
2026-01-10,Dartmouth,Cornell,-8.5,-7.5,0.7658444157814099,102,91,100,187,0
2026-01-10,St. John's,Creighton,-1.5,1.5,0.4652268306323897,90,73,100,183,0
2026-01-10,Rhode Island,Davidson,-3.5,-2.5,0.5728102166352155,70,45,100,191,0
2026-01-10,Norfolk State,Delaware State,5.5,7.5,0.22575685890059904,66,64,100,0,0
2026-01-10,Belmont,Drake,6.5,5.5,0.300987696635705,78,76,100,187,0
2026-01-10,William & Mary,Drexel,3.5,3.5,0.3541029645371603,58,64,,,0
2026-01-10,SMU,Duke,-13.5,-10.5,0.8576448740763505,75,82,100,191,0
2026-01-10,UNC Greensboro,East Tennessee State,-12.5,-16.5,0.9664010017098752,60,86,100,191,0
2026-01-10,UT Rio Grande Valley,East Texas A&M,3.5,-1.5,0.5290173645208125,69,77,100,200,0
2026-01-10,Tennessee State,Eastern Illinois,3.5,1.5,0.4413754662803414,70,74,100,191,0
2026-01-10,Central Arkansas,Eastern Kentucky,2.5,-3.5,0.6138538506730487,75,79,100,187,0
2026-01-10,Montana,Eastern Washington,-1.5,7.5,0.23204165762176276,65,66,100,187,0
2026-01-10,Campbell,Elon,-4.5,-7.5,0.7683224253652019,82,83,100,0,0
2026-01-10,Southern,Florida A&M,3.5,4.5,0.3224938294974091,59,67,100,0,0
2026-01-10,Tennessee,Florida,-5.5,-5.5,0.6966667482007115,67,91,,,0
2026-01-10,Lipscomb,Florida Gulf Coast,-1.5,3.5,0.3571825377858385,84,77,100,187,0
2026-01-10,NC State,Florida State,4.5,7.5,0.21782324294453925,113,69,100,195,0
2026-01-10,VMI,Furman,-12.5,-15.5,0.9553592468016895,48,69,100,191,0
2026-01-10,Loyola (IL),George Washington,-14.5,-22.5,0.9930272320850901,66,101,100,191,0
2026-01-10,VCU,George Mason,1.5,-2.5,0.566331788205698,80,86,100,191,0
2026-01-10,Seton Hall,Georgetown,2.5,4.5,0.3115010717191252,76,67,100,200,0
2026-01-10,Marshall,Georgia State,4.5,5.5,0.27159742160837963,73,81,100,0,0
2026-01-10,San Jose State,Grand Canyon,-17.5,-13.5,0.9325788118597549,58,76,100,0,0
2026-01-10,UC Irvine,Hawaii,-4.5,-2.5,0.5900267061456331,66,67,100,200,0
2026-01-10,Monmouth,Hofstra,-7.5,-12.5,0.9025374106980371,64,67,100,0,0
2026-01-10,Montana State,Idaho,-1.5,-1.5,0.5647339783511074,89,92,,,0
2026-01-10,Illinois-Chicago,Illinois State,-11.5,-9.5,0.8537004581878063,63,59,100,200,0
2026-01-10,Nebraska,Indiana,-4.5,0.5,0.4875786494998813,83,77,100,200,0
2026-01-10,Evansville,Indiana State,-7.5,-12.5,0.9080658319965864,72,69,100,0,0
2026-01-10,Oklahoma State,Iowa State,-18.5,-14.5,0.9426223224987085,71,83,100,200,0
2026-01-10,West Georgia,Jacksonville,-1.5,-7.5,0.7699452842817682,43,75,100,200,0
2026-01-10,Old Dominion,James Madison,-7.5,-4.5,0.6882701855677972,69,70,100,200,0
2026-01-10,Jacksonville State,Kennesaw State,-4.5,-10.5,0.8575802875629567,82,88,100,200,0
,,,,,,,,,,
2026-01-10,St. Francis (PA),LIU,-15.5,-12.5,0.9083774619078576,63,67,100,200,0
2026-01-10,Saint Louis,La Salle,15.5,15.5,0.044474275568036736,84,72,,,0
2026-01-10,Incarnate Word,Lamar,-1.5,-2.5,0.568044401931278,51,63,100,200,0
2026-01-10,Central Connecticut,Le Moyne,-1.5,2.5,0.40712038257178085,69,59,100,200,0
2026-01-10,Little Rock,Lindenwood,-5.5,-12.5,0.9019983133043306,82,74,100,0,0
2026-01-10,Cal State Bakersfield,Long Beach State,-6.5,-11.5,0.8831601212614968,75,81,100,0,0
2026-01-10,Presbyterian,Longwood,-3.5,-6.5,0.7640695503822539,70,77,100,200,0
2026-01-10,Troy,Louisiana,9.5,16.5,0.03631131350133776,90,70,100,200,0
2026-01-10,Delaware,Louisiana Tech,-6.5,-13.5,0.9214524239002507,68,70,100,0,0
2026-01-10,Boston College,Louisville,-20.5,-20.5,0.9857797312080272,62,75,,,0
2026-01-10,Villanova,Marquette,4.5,7.5,0.23443737854655067,76,73,100,0,0
2026-01-10,Howard,Maryland-Eastern Shore,2.5,2.5,0.42003943634179053,57,69,,,0
2026-01-10,Ball State,Massachusetts,-11.5,-14.5,0.9346378519631444,71,79,100,0,0
2026-01-10,Southeastern Louisiana,McNeese,-16.5,-25.5,0.99753487121435,61,73,100,0,0
2026-01-10,Wofford,Mercer,-5.5,-12.5,0.9077934310367824,97,109,100,200,0
2026-01-10,Georgia Tech,Miami (FL),-14.5,-9.5,0.8428415470919939,81,91,100,200,0
2026-01-10,Wisconsin,Michigan,-18.5,-13.5,0.9296873772242564,91,88,100,200,0
2026-01-10,Florida International,Missouri State,-2.5,1.5,0.4514063111279112,71,79,100,0,0
2026-01-10,Southeast Missouri,Morehead State,5.5,-6.5,0.7518462546982208,69,71,100,200,0
2026-01-10,South Carolina State,Morgan State,-3.5,-10.5,0.8589270198359846,67,72,100,200,0
2026-01-10,Valparaiso,Murray State,-11.5,-10.5,0.8650736901129239,79,92,100,0,0
2026-01-10,Weber State,Northern Colorado,-5.5,-2.5,0.5698957041386019,76,71,100,200,0
2026-01-10,Maine,NJIT,-1.5,-7.5,0.7686745852143485,74,70,100,0,0
2026-01-10,Lafayette,Navy,-7.5,-15.5,0.9553055684528089,50,76,100,200,0
2026-01-10,Wyoming,Nevada,-5.5,-5.5,0.7171489178164245,83,92,,,0
2026-01-10,Fairleigh Dickinson,New Haven,-1.5,-7.5,0.7844566192328442,55,65,100,200,0
2026-01-10,Middle Tennessee,New Mexico State,-4.5,-3.5,0.6156272231367431,59,55,100,200,0
2026-01-10,Nicholls State,New Orleans,-1.5,-2.5,0.5859737576580675,90,77,100,0,0
2026-01-10,Wake Forest,North Carolina,-10.5,-9.5,0.8301830553650161,84,87,100,200,0
2026-01-10,Queens University,North Florida,9.5,6.5,0.247970899605658,89,82,100,200,0
2026-01-10,Towson,Northeastern,1.5,2.5,0.41595940569759426,87,78,100,200,0
2026-01-10,Idaho State,Northern Arizona,4.5,5.5,0.28578753594581063,81,79,100,0,0
2026-01-10,Texas A&M-CC,Northwestern State,4.5,5.5,0.29290732700840993,78,79,100,0,0
2026-01-10,Clemson,Notre Dame,2.5,5.5,0.2839416240199546,76,61,100,200,0
2026-01-10,Buffalo,Ohio,-5.5,2.5,0.424142171747134,80,91,100,0,0
2026-01-10,Missouri,Ole Miss,-1.5,0.5,0.48821348229083616,69,76,100,0,0
2026-01-10,North Dakota State,Omaha,6.5,8.5,0.18611310017535176,78,76,100,0,0
2026-01-10,St. Thomas,Oral Roberts,8.5,8.5,0.18027351325818108,82,71,,,0
2026-01-10,San Diego,Pacific,-7.5,-11.5,0.8816066794164906,70,77,100,0,0
2026-01-10,Brown,Pennsylvania,-3.5,-5.5,0.7048878818426761,73,81,100,200,0
2026-01-10,San Francisco,Pepperdine,8.5,8.5,0.1749075110317676,80,60,,,0
2026-01-10,Syracuse,Pittsburgh,-1.5,2.5,0.4215862837373219,83,72,100,200,0
2026-01-10,Oregon State,Portland,-1.5,-7.5,0.773485879916139,76,82,100,200,0
2026-01-10,Sacramento State,Portland State,-9.5,-14.5,0.9461529449673403,69,96,100,200,0
2026-01-10,Mississippi Valley State,Prairie View A&M,-18.5,-19.5,0.9827594411663564,69,70,100,0,0
2026-01-10,Yale,Princeton,7.5,10.5,0.14008098603732255,60,76,100,0,0
2026-01-10,Penn State,Purdue,-21.5,-23.5,0.9949462094548962,85,93,100,0,0
2026-01-10,UNC Asheville,Radford,-4.5,-4.5,0.6664034228689288,91,72,,,0
2026-01-10,Washington State,Saint Mary's,-15.5,-19.5,0.9810211448321178,82,88,100,0,0
2026-01-10,Liberty,Sam Houston State,2.5,-4.5,0.6748822021834487,82,74,100,0,0
2026-01-10,Fresno State,San Diego State,-14.5,-11.5,0.8801549256379388,52,71,100,0,0
2026-01-10,Loyola Marymount,Santa Clara,-10.5,-11.5,0.8859598183396792,72,103,100,200,0
2026-01-10,Georgia Southern,South Alabama,-3.5,-6.5,0.7324588816632379,71,87,100,200,0
2026-01-10,Georgia,South Carolina,4.5,1.5,0.44529082329533876,75,70,100,0,0
,,,,,,,,,,
2026-01-10,Denver,South Dakota,1.5,-3.5,0.6347133306394479,72,82,100,200,0
2026-01-10,Tennessee-Martin,Southern Indiana,5.5,12.5,0.0877642524304969,73,56,100,200,0
2026-01-10,Louisiana-Monroe,Southern Miss,-15.5,-14.5,0.93460923447844,60,70,100,200,0
2026-01-10,Fordham,St. Bonaventure,-8.5,-6.5,0.7389176404405112,81,77,100,200,0
2026-01-10,Houston Christian,Stephen F. Austin,-12.5,-17.5,0.9701633654705024,67,85,100,200,0
2026-01-10,Austin Peay,Stetson,8.5,8.5,0.19498028062172557,81,69,,,0
2026-01-10,Chicago State,Stonehill,-4.5,-8.5,0.8087592915771689,82,85,100,0,0
2026-01-10,UNC Wilmington,Stony Brook,8.5,6.5,0.2596672100949262,75,71,100,200,0
2026-01-10,Arizona,TCU,6.5,7.5,0.22104372390145666,86,73,100,200,0
2026-01-10,Oklahoma,Texas A&M,-4.5,-8.5,0.8236782724676222,76,83,100,200,0
2026-01-10,Arkansas-Pine Bluff,Texas Southern,1.5,-4.5,0.6792422601707326,74,66,100,0,0
2026-01-10,Western Carolina,The Citadel,6.5,3.5,0.3548110622004941,77,79,100,200,0
2026-01-10,South Florida,Tulsa,-2.5,-8.5,0.8019666003599875,93,78,100,0,0
2026-01-10,UC San Diego,UC Riverside,10.5,9.5,0.16714443672755108,69,66,100,200,0
2026-01-10,Maryland,UCLA,-11.5,-16.5,0.9585593554350882,55,67,100,200,0
2026-01-10,DePaul,UConn,-19.5,-15.5,0.9485878352253566,60,72,100,200,0
2026-01-10,New Hampshire,UMBC,-6.5,-7.5,0.7919780229538194,74,75,100,0,0
2026-01-10,North Dakota,UMKC,-1.5,2.5,0.4117033773511132,81,79,100,200,0
2026-01-10,Abilene Christian,Texas-Arlington,-2.5,-11.5,0.886300567874905,72,82,100,200,0
2026-01-10,Western Kentucky,UTEP,3.5,3.5,0.35567468763251686,68,56,,,0
2026-01-10,Tulane,UTSA,7.5,9.5,0.16823418681504232,85,52,100,200,0
2026-01-10,BYU,Utah,14.5,9.5,0.16885588241769978,89,84,100,200,0
2026-01-10,Utah Tech,Utah Valley,-12.5,-16.5,0.9598173441431915,76,92,100,200,0
2026-01-10,LSU,Vanderbilt,-15.5,-11.5,0.8811500777059995,73,84,100,200,0
2026-01-10,Stanford,Virginia,-11.5,-12.5,0.899502403775206,55,70,100,200,0
2026-01-10,California,Virginia Tech,-6.5,-3.5,0.6477421103860646,75,78,100,200,0
2026-01-10,Mercyhurst,Wagner,-2.5,1.5,0.4672173303454549,70,69,100,200,0
2026-01-10,Kansas,West Virginia,3.5,1.5,0.43537025715223143,75,86,100,200,0
2026-01-10,Tennessee Tech,Western Illinois,3.5,3.5,0.34919304246285765,59,54,,,0
2026-01-10,Eastern Michigan,Western Michigan,1.5,0.5,0.4828241953903707,62,79,100,200,0
2026-01-10,Providence,Xavier,2.5,-1.5,0.534276885844326,84,97,100,200,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2026-01-12,Jackson State,Alabama A&M,-6.5,-11.5,0.8815469803001844,91,100,100,191,0
2026-01-12,Alcorn State,Alabama State,-7.5,-11.5,0.881097086472661,66,81,100,191,0
2026-01-12,Navy,American,1.5,-2.5,0.5802790500940883,51,65,100,183,0
2026-01-12,Southern,Bethune-Cookman,-3.5,-1.5,0.544459920768408,77,73,100,191,0
2026-01-12,South Carolina State,Coppin State,0,1.5,0.46492067585912134,74,72,100,200,0
2026-01-12,Texas A&M-CC,East Texas A&M,4.5,1.5,0.45967820819363836,61,50,100,0,0
2026-01-12,Grambling State,Florida A&M,2.5,2.5,0.42891525821977106,84,91,,,0
2026-01-12,Delaware State,Howard,-10.5,-15.5,0.9517723652855716,58,84,100,195,0
